Timestamp,Variable,Value,Frequency
2022-12-01,D1,4.382451275596386,D
2022-12-02,D1,5.015574531903084,D
2022-12-03,D1,4.644019556899072,D
2022-12-04,D1,5.128709995936617,D
2022-12-05,D1,5.340017763636592,D
2022-12-06,D1,5.398190762991757,D
2022-12-07,D1,5.128127435673117,D
2022-12-08,D1,5.17775740462842,D
2022-12-09,D1,4.696848339045624,D
2022-12-10,D1,4.808175004640236,D
2022-12-11,D1,4.033845419443437,D
2022-12-12,D1,2.609192974421729,D
2022-12-13,D1,4.6886508170184165,D
2022-12-14,D1,5.288292541470589,D
2022-12-15,D1,4.430907417666577,D
2022-12-16,D1,6.292923326106721,D
2022-12-17,D1,4.039590769220473,D
2022-12-18,D1,4.969691721703717,D
2022-12-19,D1,3.8087640269567586,D
2022-12-20,D1,4.485977298093916,D
2022-12-21,D1,5.392246464783641,D
2022-12-22,D1,5.919633972875686,D
2022-12-23,D1,5.428560087450041,D
2022-12-24,D1,3.856398968313189,D
2022-12-25,D1,5.190536073595515,D
2022-12-26,D1,3.6527134026691463,D
2022-12-27,D1,7.030389010043313,D
2022-12-28,D1,5.052971299030627,D
2022-12-29,D1,5.149368512076842,D
2022-12-30,D1,5.493038063927306,D
2022-12-31,D1,6.023291745003765,D
2022-12-31,M1,60.05486285834443,ME
2022-12-31,M2,27.932221460114942,ME
2022-12-31,M3,63.06320261019401,ME
2022-12-31,Y,202.25305653606247,QE
